Trait1	Trait2	RatioModified1	RatioModified2	OverlapProteins	OverlapProteoforms	Difference
DiabetesMellitusType1	JointInstability	0.264706	0.571429	1	5	4
DiabetesMellitusType1	LiverCirrhosisBiliary	0.264706	0.216667	19	23	4
DiabetesMellitusType1	LungVolumeMeasurements	0.264706	0.219178	4	8	4
DiabetesMellitusType1	LupusErythematosusSystemic	0.264706	0.255605	55	77	22
DiabetesMellitusType1	MacularDegeneration	0.264706	0.454545	7	11	4
DiabetesMellitusType1	MeanPlateletVolume	0.264706	0.236842	2	4	2
DiabetesMellitusType1	Menarche	0.264706	0.189394	2	3	1
DiabetesMellitusType1	MultipleSclerosis	0.264706	0.114286	21	23	2
DiabetesMellitusType1	MyastheniaGravis	0.264706	0.2	16	17	1
DiabetesMellitusType1	MyeloproliferativeDisorders	0.264706	0.714286	1	6	5
DiabetesMellitusType1	MyocardialInfarction	0.264706	0.418182	1	5	4
DiabetesMellitusType1	Peroxidases	0.264706	0.4	2	6	4
DiabetesMellitusType1	PolycysticOvarySyndrome	0.264706	0.366667	3	4	1
DiabetesMellitusType1	ProstaticNeoplasms	0.264706	0.295082	2	6	4
DiabetesMellitusType1	Proteins	0.264706	0.122449	15	16	1
DiabetesMellitusType1	Psoriasis	0.264706	0.222222	39	63	24
DiabetesMellitusType1	RhinitisAllergicSeasonal	0.264706	0.285714	4	8	4
DiabetesMellitusType1	Schizophrenia	0.264706	0.396783	19	23	4
DiabetesMellitusType1	SclerodermaSystemic	0.264706	0.205882	17	21	4
DiabetesMellitusType1	SpondylitisAnkylosing	0.264706	0.295455	22	35	13
DiabetesMellitusType1	ThyroidDiseases	0.264706	0.333333	27	40	13
DiabetesMellitusType1	ThyroidNeoplasms	0.264706	0.444444	1	5	4
DiabetesMellitusType1	Triglycerides	0.264706	0.279279	1	5	4
DiabetesMellitusType1	UveomeningoencephaliticSyndrome	0.264706	0.0625	15	16	1
DiabetesMellitusType1	VaccinePotency	0.264706	0.49375	18	21	3
DiabetesMellitusType1	Vitiligo	0.264706	0.0862069	5	6	1
DiabetesMellitusType1	WaistCircumference	0.264706	0.571429	2	6	4
DiabetesMellitusType1	blood	0.264706	0.166667	1	2	1
DiabeticNephropathies	AutisticDisorder	0.533333	0.230769	1	6	5
DiabeticNephropathies	BreastNeoplasms	0.533333	0.298319	1	6	5
DiabeticNephropathies	ChildDevelopmentDisordersPervasive	0.533333	0.166667	1	6	5
DiabeticNephropathies	DiabeticNephropathies	0.533333	0.533333	5	15	10
DiabeticNephropathies	Fibrinogen	0.533333	0.204819	1	6	5
DiabeticNephropathies	GlomerulosclerosisFocalSegmental	0.533333	0.5	1	2	1
DiabeticNephropathies	PolycysticOvarySyndrome	0.533333	0.366667	1	6	5
DiagnosticTechniquesCardiovascular	BodyMassIndex	0.333333	0.365989	1	2	1
DiagnosticTechniquesCardiovascular	Creatinine	0.333333	0.324675	1	2	1
DiagnosticTechniquesCardiovascular	DiagnosticTechniquesCardiovascular	0.333333	0.333333	2	3	1
DiagnosticTechniquesCardiovascular	HypertrophyLeftVentricular	0.333333	0.5	1	2	1
DiagnosticTechniquesCardiovascular	Risperidone	0.333333	0.0555556	1	2	1
Diet	BloodPressure	0.25	0.289116	2	3	1
Diet	Diet	0.25	0.25	3	4	1
Diet	LeukemiaLymphocyticChronicB_Cell	0.25	0.191176	1	2	1
Diet	OpticDisk	0.25	0.446809	1	2	1
Diet	PotassiumDietary	0.25	0.333333	2	3	1
Diuretics	BodyHeight	0.428571	0.339093	1	4	3
Diuretics	BodyMassIndex	0.428571	0.365989	1	4	3
Diuretics	Diuretics	0.428571	0.428571	4	7	3
Diuretics	ErythrocyteIndices	0.428571	0.252427	1	4	3
Diuretics	Hip	0.428571	0.439114	1	4	3
DocosahexaenoicAcids	DocosahexaenoicAcids	0.25	0.25	3	4	1
DocosahexaenoicAcids	GlomerulonephritisIGA	0.25	0.09375	1	2	1
DocosahexaenoicAcids	GravesDisease	0.25	0.133333	1	2	1
DocosahexaenoicAcids	HashimotoDisease	0.25	0.5	1	2	1
DocosahexaenoicAcids	Hypothyroidism	0.25	0.192308	1	2	1
DocosahexaenoicAcids	ThyroidDiseases	0.25	0.333333	1	2	1
DocosahexaenoicAcids	Thyrotropin	0.25	0.125	1	2	1
DupuytrenContracture	CornealPachymetry	0.5	0.576923	1	3	2
DupuytrenContracture	CornealTopography	0.5	0.632353	1	3	2
DupuytrenContracture	DupuytrenContracture	0.5	0.5	4	8	4
DupuytrenContracture	Smoking	0.5	0.258824	1	3	2
DupuytrenContracture	Tonsillectomy	0.5	0.128571	1	3	2
Dystonia	Dystonia	0.5	0.5	1	2	1
Eating	BodyHeight	0.5	0.339093	1	3	2
Eating	Eating	0.5	0.5	4	6	2
Eating	Electrocardiography	0.5	0.3	1	3	2
Eating	Gout	0.5	0.397059	1	3	2
Eating	MentalHealth	0.5	0.272727	4	6	2
Echocardiography	AgeofOnset	0.349398	0.297297	2	13	11
Echocardiography	AlzheimerDisease	0.349398	0.246154	2	13	11
Echocardiography	ApolipoproteinsE	0.349398	0.6	1	2	1
Echocardiography	AudiometryPure_Tone	0.349398	0.318182	2	4	2
Echocardiography	Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	0.349398	0.272727	2	3	1
Echocardiography	BloodPressure	0.349398	0.289116	11	23	12
Echocardiography	BodyHeight	0.349398	0.339093	5	8	3
Echocardiography	BodyMassIndex	0.349398	0.365989	4	5	1
Echocardiography	BodyWeight	0.349398	0.335878	3	14	11
Echocardiography	BoneDensity	0.349398	0.231405	1	2	1
Echocardiography	BronchodilatorAgents	0.349398	0.172932	3	4	1
Echocardiography	C_ReactiveProtein	0.349398	0.11194	4	7	3
Echocardiography	CarotidArteryDiseases	0.349398	0.266667	3	4	1
Echocardiography	CerebrospinalFluid	0.349398	0.351648	1	2	1
Echocardiography	Cholesterol	0.349398	0.231527	2	3	1
Echocardiography	CholesterolHDL	0.349398	0.253472	10	27	17
Echocardiography	CholesterolLDL	0.349398	0.366102	7	8	1
Echocardiography	CognitionDisorders	0.349398	0.230769	2	5	3
Echocardiography	CognitiveDysfunction	0.349398	0.212121	2	5	3
Echocardiography	Echocardiography	0.349398	0.349398	56	83	27
Echocardiography	Emphysema	0.349398	0.166667	2	4	2
Echocardiography	EssentialTremor	0.349398	0.3	1	3	2
Echocardiography	Fibrinogen	0.349398	0.204819	2	4	2
Echocardiography	ForcedExpiratoryVolume	0.349398	0.181818	5	6	1
Echocardiography	Glucose	0.349398	0.244898	3	5	2
Echocardiography	Gout	0.349398	0.397059	1	3	2
Echocardiography	HeartRate	0.349398	0.272727	2	5	3
Echocardiography	HemoglobinAGlycosylated	0.349398	0.285714	1	2	1
Echocardiography	Hip	0.349398	0.439114	4	6	2
Echocardiography	Inflammation	0.349398	0.4	2	4	2
Echocardiography	Insulin	0.349398	0.0882353	3	4	1
Echocardiography	Interleukin_6	0.349398	0.25	1	3	2
Echocardiography	JointInstability	0.349398	0.571429	1	12	11
Echocardiography	Lipids	0.349398	0.303571	1	3	2
Echocardiography	LipoproteinsVLDL	0.349398	0.196429	2	4	2
Echocardiography	LupusErythematosusSystemic	0.349398	0.255605	1	8	7
Echocardiography	MacularDegeneration	0.349398	0.454545	1	2	1
Echocardiography	Metabolism	0.349398	0.375839	2	4	2
Echocardiography	MotorActivity	0.349398	0.666667	1	3	2
Echocardiography	NephroticSyndrome	0.349398	0.666667	1	3	2
Echocardiography	Obesity	0.349398	0.176471	2	3	1
Echocardiography	ParkinsonDisease	0.349398	0.276596	2	3	1
Echocardiography	PlateletFunctionTests	0.349398	0.321212	9	10	1
Echocardiography	PulmonaryDiseaseChronicObstructive	0.349398	0.0909091	4	5	1
Echocardiography	ReceptorsLeptin	0.349398	0.5	1	2	1
Echocardiography	Schizophrenia	0.349398	0.396783	4	14	10
Echocardiography	TetralogyofFallot	0.349398	0.5	1	3	2
Echocardiography	Triglycerides	0.349398	0.279279	6	21	15
Echocardiography	UricAcid	0.349398	0.325581	2	3	1
Echocardiography	VenousThromboembolism	0.349398	0.125	1	2	1
Echocardiography	Voice	0.349398	0.25	2	4	2
Education	3_hydroxy_1_methylpropylmercapturicacid	0.317881	0.166667	4	5	1
Education	AbdominalFat	0.317881	0.2	1	2	1
Education	AdenocarcinomaOfEsophagus	0.317881	0.1875	2	3	1
Education	AgeofOnset	0.317881	0.297297	2	3	1
Education	AlcoholDrinking	0.317881	0.189189	1	2	1
Education	AlzheimerDisease	0.317881	0.246154	3	5	2
Education	AorticAneurysmAbdominal	0.317881	0.111111	1	2	1
Education	AorticAneurysmThoracic	0.317881	0.5	1	2	1
Education	BarrettEsophagus	0.317881	0.166667	2	3	1
Education	BodyHeight	0.317881	0.339093	6	17	11
Education	BodyMassIndex	0.317881	0.365989	10	22	12
Education	BodyWeight	0.317881	0.335878	2	3	1
Education	BodyWeightsandMeasures	0.317881	0.272727	3	5	2
Education	BoneDensity	0.317881	0.231405	3	8	5
Education	Breast	0.317881	0.357143	3	6	3
Education	BreastNeoplasms	0.317881	0.298319	6	13	7
Education	CalorimetryIndirect	0.317881	0.5	1	2	1
Education	Cardiomegaly	0.317881	0.65	1	3	2
Education	Chin	0.317881	0.0833333	2	3	1
Education	Cholesterol	0.317881	0.231527	3	4	1
Education	CholesterolHDL	0.317881	0.253472	6	7	1
Education	CholesterolLDL	0.317881	0.366102	2	3	1
Education	ColitisUlcerative	0.317881	0.298507	3	4	1
Education	CoronaryArteryDisease	0.317881	0.5	1	2	1
Education	Creatinine	0.317881	0.324675	2	3	1
Education	Creutzfeldt_JakobSyndrome	0.317881	0.333333	1	2	1
Education	DeathSuddenCardiac	0.317881	0.142857	1	4	3
Education	DepressiveDisorder	0.317881	0.152778	2	3	1
Education	Education	0.317881	0.317881	104	151	47
Education	EnergyIntake	0.317881	0.2	1	2	1
Education	EosinophilicEsophagitis	0.317881	0.285714	1	2	1
Education	FracturesBone	0.317881	0.333333	1	4	3
Education	GallbladderNeoplasms	0.317881	0.5	1	2	1
Education	GlomerularFiltrationRate	0.317881	0.288889	2	3	1
Education	Gout	0.317881	0.397059	1	15	14
Education	HIV_1	0.317881	0.0512821	1	2	1
Education	Hip	0.317881	0.439114	6	18	12
Education	Hydrochlorothiazide	0.317881	0.333333	1	3	2
Education	IntracranialAneurysm	0.317881	0.166667	1	2	1
Education	MeanPlateletVolume	0.317881	0.236842	2	4	2
Education	Menarche	0.317881	0.189394	2	3	1
Education	Neuroticism	0.317881	0.185185	3	4	1
Education	PeripheralNervousSystemDiseases	0.317881	0.166667	1	2	1
Education	PlateletCount	0.317881	0.150943	2	4	2
Education	PlateletFunctionTests	0.317881	0.321212	12	17	5
Education	ProstaticNeoplasms	0.317881	0.295082	2	6	4
Education	Pulse	0.317881	0.153846	2	4	2
Education	Putamen	0.317881	0.333333	1	2	1
Education	RefractiveErrors	0.317881	0.157895	16	19	3
Education	ReproductiveBehavior	0.317881	0.0909091	4	7	3
Education	RespiratoryFunctionTests	0.317881	0.179487	3	4	1
Education	ReverseTranscriptaseInhibitors	0.317881	0.103448	1	2	1
Education	Schizophrenia	0.317881	0.396783	16	41	25
Education	Smoking	0.317881	0.258824	5	9	4
Education	Triglycerides	0.317881	0.279279	3	5	2
Education	VascularEndothelialGrowthFactors	0.317881	0.25	2	4	2
Education	WaistCircumference	0.317881	0.571429	2	9	7
Education	blood	0.317881	0.166667	1	2	1
Education	coenzymeQ10	0.317881	0.2	1	2	1
EicosapentaenoicAcid	Alopecia	0.285714	0.210526	1	4	3
EicosapentaenoicAcid	BloodPressure	0.285714	0.289116	2	3	1
EicosapentaenoicAcid	CardiovascularDiseases	0.285714	0.410256	1	2	1
EicosapentaenoicAcid	EicosapentaenoicAcid	0.285714	0.285714	10	14	4
EicosapentaenoicAcid	EsophagealNeoplasms	0.285714	0.230769	1	4	3
EicosapentaenoicAcid	EsophagealSquamousCellCarcinoma	0.285714	0.173913	1	4	3
EicosapentaenoicAcid	HeartRate	0.285714	0.272727	2	3	1
EicosapentaenoicAcid	Hip	0.285714	0.439114	1	2	1
EicosapentaenoicAcid	LifeExpectancy	0.285714	0.25	1	2	1
EicosapentaenoicAcid	PlateletFunctionTests	0.285714	0.321212	1	2	1
EicosapentaenoicAcid	Smoking	0.285714	0.258824	1	4	3
EicosapentaenoicAcid	VaccinePotency	0.285714	0.49375	1	4	3
EicosapentaenoicAcid	VitaminD	0.285714	0.266667	1	4	3
Electrocardiography	1_Alkyl_2_acetylglycerophosphocholineEsterase	0.3	0.333333	4	7	3
Electrocardiography	AlzheimerDisease	0.3	0.246154	6	7	1
Electrocardiography	Antibodies	0.3	0.0526316	1	2	1
Electrocardiography	AtrialFibrillation	0.3	0.229167	28	38	10
Electrocardiography	AttentionDeficitDisorderwithHyperactivity	0.3	0.272727	2	3	1
Electrocardiography	Autoantibodies	0.3	0.4	1	2	1
Electrocardiography	Bilirubin	0.3	0.142857	1	2	1
Electrocardiography	BipolarDisorder	0.3	0.313253	6	7	1
Electrocardiography	BloodPressure	0.3	0.289116	41	58	17
Electrocardiography	BodyHeight	0.3	0.339093	12	14	2
Electrocardiography	BodyMassIndex	0.3	0.365989	38	56	18
Electrocardiography	BreastNeoplasms	0.3	0.298319	4	5	1
Electrocardiography	ChildDevelopmentDisordersPervasive	0.3	0.166667	3	4	1
Electrocardiography	Chin	0.3	0.0833333	2	3	1
Electrocardiography	CholangitisSclerosing	0.3	0.40625	2	3	1
Electrocardiography	Cholesterol	0.3	0.231527	34	49	15
Electrocardiography	CholesterolHDL	0.3	0.253472	36	53	17
Electrocardiography	CholesterolLDL	0.3	0.366102	17	57	40
Electrocardiography	CircadianRhythm	0.3	0.0857143	2	3	1
Electrocardiography	CleftLip	0.3	0.40625	3	4	1
Electrocardiography	CleftPalate	0.3	0.419355	3	4	1
Electrocardiography	ClinicalLaboratoryTechniques	0.3	0.2	1	2	1
Electrocardiography	ColitisUlcerative	0.3	0.298507	4	6	2
Electrocardiography	ColorectalNeoplasms	0.3	0.296296	5	7	2
Electrocardiography	CoronaryDisease	0.3	0.338983	27	37	10
Electrocardiography	CrohnDisease	0.3	0.254826	5	7	2
Electrocardiography	Cytokines	0.3	0.571429	5	40	35
Electrocardiography	DepressiveDisorder	0.3	0.152778	5	6	1
Electrocardiography	DiabetesMellitus	0.3	0.244444	27	37	10
Electrocardiography	DiabetesMellitusType2	0.3	0.149425	5	6	1
Electrocardiography	Eating	0.3	0.5	1	3	2
Electrocardiography	Electrocardiography	0.3	0.3	157	230	73
Electrocardiography	Emphysema	0.3	0.166667	2	3	1
Electrocardiography	EsophagealNeoplasms	0.3	0.230769	2	3	1
Electrocardiography	Glucose	0.3	0.244898	29	44	15
Electrocardiography	GlucoseToleranceTest	0.3	0.166667	2	3	1
Electrocardiography	Gout	0.3	0.397059	5	7	2
Electrocardiography	HIV_1	0.3	0.0512821	5	6	1
Electrocardiography	HeartFailure	0.3	0.209302	27	37	10
Electrocardiography	HeartFunctionTests	0.3	0.142857	6	7	1
Electrocardiography	Hematocrit	0.3	0.317073	30	45	15
Electrocardiography	Hip	0.3	0.439114	8	12	4
Electrocardiography	HirschsprungDisease	0.3	0.2	1	2	1
Electrocardiography	Hypothyroidism	0.3	0.192308	1	2	1
Electrocardiography	InfluenzaAVirusH1N1Subtype	0.3	0.209302	1	2	1
Electrocardiography	Insulin	0.3	0.0882353	4	6	2
Electrocardiography	Insulin_LikeGrowthFactorI	0.3	0.166667	4	6	2
Electrocardiography	Lipids	0.3	0.303571	10	13	3
Electrocardiography	Lipoproteins	0.3	0.727273	7	11	4
Electrocardiography	LipoproteinsVLDL	0.3	0.196429	5	6	1
Electrocardiography	LiverCirrhosisBiliary	0.3	0.216667	1	3	2
Electrocardiography	MentalHealth	0.3	0.272727	1	3	2
Electrocardiography	MetabolicSyndromeX	0.3	0.342857	7	10	3
Electrocardiography	Metabolism	0.3	0.375839	15	19	4
Electrocardiography	Mortality	0.3	0.23913	27	37	10
Electrocardiography	MouthAbnormalities	0.3	0.3125	2	3	1
Electrocardiography	Myopia	0.3	0.52381	2	3	1
Electrocardiography	Neoplasms	0.3	0.207547	28	38	10
Electrocardiography	Neuroticism	0.3	0.185185	1	2	1
Electrocardiography	PeripheralNervousSystemDiseases	0.3	0.166667	2	3	1
Electrocardiography	PlateletFunctionTests	0.3	0.321212	20	57	37
Electrocardiography	Prognosis	0.3	0.6	1	3	2
Electrocardiography	ReceptorsTumorNecrosisFactorTypeII	0.3	0.857143	1	36	35
Electrocardiography	ReverseTranscriptaseInhibitors	0.3	0.103448	2	3	1
Electrocardiography	Schizophrenia	0.3	0.396783	9	14	5
Electrocardiography	Smoking	0.3	0.258824	3	4	1
Electrocardiography	Stroke	0.3	0.178571	30	40	10
Electrocardiography	SulfonylureaCompounds	0.3	0.2	18	25	7
Electrocardiography	Survival	0.3	0.238095	1	2	1
Electrocardiography	ThyroidNeoplasms	0.3	0.444444	1	2	1
Electrocardiography	Thyrotropin	0.3	0.125	4	5	1
Electrocardiography	Tonsillectomy	0.3	0.128571	2	4	2
Electrocardiography	Triglycerides	0.3	0.279279	30	45	15
Electrocardiography	Trypanosomacruzi	0.3	0.690141	18	56	38
Electrocardiography	VaccinePotency	0.3	0.49375	6	41	35
Electrocardiography	VaricoseVeins	0.3	0.235294	2	3	1
Electrocardiography	VascularCalcification	0.3	0.232558	6	9	3
Electrocardiography	WaistCircumference	0.3	0.571429	5	8	3
Electrocardiography	hemoglobinA1cproteinhuman	0.3	0.0526316	2	3	1
Electrocardiography	oxidizedlowdensitylipoprotein	0.3	0.75	1	4	3
EndometrialNeoplasms	CarcinomaEndometrioid	0.416667	0.424242	3	7	4
EndometrialNeoplasms	EndometrialNeoplasms	0.416667	0.416667	8	12	4
Endometriosis	3_hydroxy_1_methylpropylmercapturicacid	0.333333	0.166667	1	2	1
Endometriosis	BodyHeight	0.333333	0.339093	1	2	1
Endometriosis	BodyMassIndex	0.333333	0.365989	1	3	2
Endometriosis	BoneDensity	0.333333	0.231405	1	3	2
Endometriosis	ColorectalNeoplasms	0.333333	0.296296	1	3	2
Endometriosis	Endometriosis	0.333333	0.333333	8	12	4
Endometriosis	ExerciseTest	0.333333	0.153846	1	3	2
Endometriosis	Glucose	0.333333	0.244898	1	2	1
Endometriosis	Hip	0.333333	0.439114	1	3	2
Endometriosis	OvarianNeoplasms	0.333333	0.480769	1	3	2
Endometriosis	PlateletFunctionTests	0.333333	0.321212	1	2	1
Endometriosis	Sleep	0.333333	0.125	2	3	1
Endometriosis	Smoking	0.333333	0.258824	1	2	1
Endometriosis	UricAcid	0.333333	0.325581	1	2	1
EndothelialGrowthFactors	Angiopoietin_2	0.333333	0.333333	2	3	1
EndothelialGrowthFactors	CognitionDisorders	0.333333	0.230769	1	2	1
EndothelialGrowthFactors	EndothelialGrowthFactors	0.333333	0.333333	2	3	1
EosinophilicEsophagitis	Asthma	0.285714	0.229885	3	6	3
EosinophilicEsophagitis	CalorimetryIndirect	0.285714	0.5	1	2	1
EosinophilicEsophagitis	Creatinine	0.285714	0.324675	1	2	1
EosinophilicEsophagitis	DepressiveDisorder	0.285714	0.152778	1	2	1
EosinophilicEsophagitis	Education	0.285714	0.317881	1	2	1
EosinophilicEsophagitis	EosinophilicEsophagitis	0.285714	0.285714	10	14	4
EosinophilicEsophagitis	GallbladderNeoplasms	0.285714	0.5	1	2	1
EosinophilicEsophagitis	GlomerularFiltrationRate	0.285714	0.288889	1	2	1
EosinophilicEsophagitis	Hip	0.285714	0.439114	1	2	1
EosinophilicEsophagitis	Hypersensitivity	0.285714	0.309524	3	6	3
EosinophilicEsophagitis	ImmunoglobulinE	0.285714	0.153846	1	4	3
EosinophilicEsophagitis	Neuroticism	0.285714	0.185185	1	2	1
EosinophilicEsophagitis	PlateletFunctionTests	0.285714	0.321212	1	2	1
EosinophilicEsophagitis	Putamen	0.285714	0.333333	1	2	1
EosinophilicEsophagitis	coenzymeQ10	0.285714	0.2	1	2	1
ErythrocyteCount	ArthritisRheumatoid	0.27907	0.208633	4	5	1
ErythrocyteCount	Astigmatism	0.27907	0.5	1	2	1
ErythrocyteCount	BodyHeight	0.27907	0.339093	2	6	4
ErythrocyteCount	CholesterolHDL	0.27907	0.253472	5	6	1
ErythrocyteCount	CornealTopography	0.27907	0.632353	1	2	1
ErythrocyteCount	CrohnDisease	0.27907	0.254826	4	5	1
ErythrocyteCount	ErythrocyteCount	0.27907	0.27907	63	86	23
ErythrocyteCount	ErythrocyteIndices	0.27907	0.252427	39	60	21
ErythrocyteCount	FetalHemoglobin	0.27907	0.0769231	7	8	1
ErythrocyteCount	Hematocrit	0.27907	0.317073	10	15	5
ErythrocyteCount	HemoglobinA2	0.27907	0.0714286	17	18	1
ErythrocyteCount	Hemoglobins	0.27907	0.35	29	51	22
ErythrocyteCount	HepatitisBChronic	0.27907	0.151515	1	2	1
ErythrocyteCount	InflammatoryBowelDiseases	0.27907	0.301471	4	5	1
ErythrocyteCount	LupusErythematosusSystemic	0.27907	0.255605	3	4	1
ErythrocyteCount	Malaria	0.27907	0.142857	3	4	1
ErythrocyteCount	Psoriasis	0.27907	0.222222	3	4	1
ErythrocyteCount	Schizophrenia	0.27907	0.396783	5	17	12
ErythrocyteCount	alpha_carotene	0.27907	0.333333	1	2	1
ErythrocyteIndices	Astigmatism	0.252427	0.5	1	2	1
ErythrocyteIndices	BodyHeight	0.252427	0.339093	3	10	7
ErythrocyteIndices	BodyMassIndex	0.252427	0.365989	4	7	3
ErythrocyteIndices	CornealTopography	0.252427	0.632353	1	2	1
ErythrocyteIndices	Diuretics	0.252427	0.428571	1	4	3
ErythrocyteIndices	ErythrocyteCount	0.252427	0.27907	39	60	21
ErythrocyteIndices	ErythrocyteIndices	0.252427	0.252427	77	103	26
ErythrocyteIndices	FetalHemoglobin	0.252427	0.0769231	7	8	1
ErythrocyteIndices	Hematocrit	0.252427	0.317073	10	14	4
ErythrocyteIndices	HemoglobinA2	0.252427	0.0714286	20	21	1
ErythrocyteIndices	Hemoglobins	0.252427	0.35	36	58	22
ErythrocyteIndices	Hip	0.252427	0.439114	3	6	3
ErythrocyteIndices	Malaria	0.252427	0.142857	5	6	1
ErythrocyteIndices	Schizophrenia	0.252427	0.396783	5	17	12
EssentialTremor	Cholesterol	0.3	0.231527	2	3	1
EssentialTremor	CholesterolHDL	0.3	0.253472	1	3	2
EssentialTremor	CognitionDisorders	0.3	0.230769	1	3	2
EssentialTremor	CognitiveDysfunction	0.3	0.212121	1	3	2
EssentialTremor	Echocardiography	0.3	0.349398	1	3	2
EssentialTremor	Emphysema	0.3	0.166667	1	3	2
EssentialTremor	EssentialTremor	0.3	0.3	7	10	3
EssentialTremor	Fluorescence	0.3	0.333333	2	3	1
EssentialTremor	Gout	0.3	0.397059	1	3	2
EssentialTremor	HeartRate	0.3	0.272727	1	3	2
EssentialTremor	Interleukin_6	0.3	0.25	1	3	2
EssentialTremor	Iron	0.3	0.166667	2	3	1
EssentialTremor	LipoproteinsVLDL	0.3	0.196429	1	3	2
EssentialTremor	Metabolism	0.3	0.375839	3	6	3
EssentialTremor	Schizophrenia	0.3	0.396783	1	3	2
EssentialTremor	Transferrin	0.3	0.230769	2	3	1
EssentialTremor	Triglycerides	0.3	0.279279	3	6	3
EssentialTremor	UrinaryBladderNeoplasms	0.3	0.153846	2	3	1
EssentialTremor	Urine	0.3	0.125	2	3	1
EyeColor	AgeofOnset	0.25	0.297297	1	4	3
EyeColor	AlzheimerDisease	0.25	0.246154	2	5	3
EyeColor	Asthma	0.25	0.229885	2	5	3
EyeColor	CarcinomaBasalCell	0.25	0.329412	4	7	3
EyeColor	CarcinomaSquamousCell	0.25	0.258065	5	8	3
EyeColor	EyeColor	0.25	0.25	9	12	3
EyeColor	Eyebrows	0.25	0.171429	4	7	3
EyeColor	HairColor	0.25	0.15	6	9	3
EyeColor	Skin	0.25	0.428571	1	4	3
EyeColor	SkinPigmentation	0.25	0.357143	4	7	3
EyeColor	Suntan	0.25	0.2	4	7	3
EyeColor	Toluene24_Diisocyanate	0.25	0.357143	1	4	3
EyeColor	Vitiligo	0.25	0.0862069	2	5	3
Face	AlzheimerDisease	0.625	0.246154	2	3	1
Face	AttentionDeficitDisorderwithHyperactivity	0.625	0.272727	1	2	1
Face	BodyComposition	0.625	0.333333	1	2	1
Face	Cartilage	0.625	0.695652	2	17	15
Face	Face	0.625	0.625	11	32	21
Face	HIV_1	0.625	0.0512821	1	2	1
Face	Hematocrit	0.625	0.317073	1	6	5
Face	NeuroticDisorders	0.625	0.5	1	2	1
Face	Nose	0.625	0.521739	6	26	20
Face	PeripheralNervousSystemDiseases	0.625	0.166667	1	2	1
Face	PlateletCount	0.625	0.150943	1	2	1
Face	PlateletFunctionTests	0.625	0.321212	2	7	5
Face	ReverseTranscriptaseInhibitors	0.625	0.103448	1	2	1
Face	Schizophrenia	0.625	0.396783	1	2	1
Face	Waist_HipRatio	0.625	0.166667	1	2	1
FactorVII	BloodCoagulationFactors	0.4	0.25	1	3	2
FactorVII	FactorVII	0.4	0.4	3	5	2
FactorVII	PartialThromboplastinTime	0.4	0.307692	1	3	2
Fluorescence	Cholesterol	0.333333	0.231527	2	3	1
Fluorescence	EssentialTremor	0.333333	0.3	2	3	1
Fluorescence	Fluorescence	0.333333	0.333333	2	3	1
Fluorescence	Iron	0.333333	0.166667	2	3	1
Fluorescence	Metabolism	0.333333	0.375839	2	3	1
Fluorescence	Transferrin	0.333333	0.230769	2	3	1
Fluorescence	Triglycerides	0.333333	0.279279	2	3	1
Fluorescence	UrinaryBladderNeoplasms	0.333333	0.153846	2	3	1
Fluorescence	Urine	0.333333	0.125	2	3	1
Fluoroquinolones	ChemicalandDrugInducedLiverInjury	0.5	0.1875	1	2	1
Fluoroquinolones	Fluoroquinolones	0.5	0.5	1	2	1
FracturesBone	BodyHeight	0.333333	0.339093	1	4	3
FracturesBone	BoneDensity	0.333333	0.231405	4	9	5
FracturesBone	Breast	0.333333	0.357143	1	4	3
FracturesBone	BreastNeoplasms	0.333333	0.298319	1	4	3
FracturesBone	CerebralCortex	0.333333	0.375	1	3	2
FracturesBone	DeathSuddenCardiac	0.333333	0.142857	1	4	3
FracturesBone	Education	0.333333	0.317881	1	4	3
FracturesBone	FracturesBone	0.333333	0.333333	4	9	5
FracturesBone	PlateletFunctionTests	0.333333	0.321212	1	4	3
FracturesBone	ReproductiveBehavior	0.333333	0.0909091	1	4	3
FracturesBone	Smoking	0.333333	0.258824	1	4	3
FrontotemporalDementia	BloodPressure	0.25	0.289116	1	2	1
FrontotemporalDementia	FrontotemporalDementia	0.25	0.25	3	4	1
FrontotemporalDementia	GastrointestinalMicrobiome	0.25	0.240506	1	2	1
GRNproteinhuman	BodyFatDistribution	0.375	0.294118	1	6	5
GRNproteinhuman	CleftLip	0.375	0.40625	9	14	5
GRNproteinhuman	CleftPalate	0.375	0.419355	8	13	5
GRNproteinhuman	DiabetesMellitusType2	0.375	0.149425	2	7	5
GRNproteinhuman	GRNproteinhuman	0.375	0.375	10	16	6
GRNproteinhuman	MouthAbnormalities	0.375	0.3125	6	11	5
GRNproteinhuman	Obesity	0.375	0.176471	1	6	5
GRNproteinhuman	PlateletFunctionTests	0.375	0.321212	2	3	1
GRNproteinhuman	PolychlorinatedBiphenyls	0.375	0.357143	1	6	5
GallbladderNeoplasms	CalorimetryIndirect	0.5	0.5	1	2	1
GallbladderNeoplasms	Creatinine	0.5	0.324675	1	2	1
GallbladderNeoplasms	DepressiveDisorder	0.5	0.152778	1	2	1
GallbladderNeoplasms	Education	0.5	0.317881	1	2	1
GallbladderNeoplasms	EosinophilicEsophagitis	0.5	0.285714	1	2	1
