Trait1	Trait2	RatioModified1	RatioModified2	OverlapProteins	OverlapProteoforms	Type
Echocardiography	Intelligence	0.349398	0.285714	1	0	sep
Echocardiography	KidneyDiseases	0.349398	0	1	0	sep
Echocardiography	Leiomyoma	0.349398	0	1	0	sep
Echocardiography	Leprosy	0.349398	0.0425532	1	0	sep
Echocardiography	LungNeoplasms	0.349398	0.302326	1	0	sep
Echocardiography	MacularDegeneration	0.349398	0.454545	1	0	sep
Echocardiography	MatrixMetalloproteinases	0.349398	0	1	0	sep
Echocardiography	Menarche	0.349398	0.189394	3	0	sep
Echocardiography	MentalCompetency	0.349398	0.214286	4	0	sep
Echocardiography	Methoxyhydroxyphenylglycol	0.349398	0	1	0	sep
Echocardiography	MigraineDisorders	0.349398	0.211538	1	0	sep
Echocardiography	Mortality	0.349398	0.23913	1	0	sep
Echocardiography	MotionSickness	0.349398	0	1	0	sep
Echocardiography	MultipleSclerosis	0.349398	0.114286	1	0	sep
Echocardiography	Myopia	0.349398	0.52381	2	0	sep
Echocardiography	Neuroblastoma	0.349398	0.0833333	1	0	sep
Echocardiography	Neuroticism	0.349398	0.185185	1	0	sep
Echocardiography	P_Selectin	0.349398	0	1	0	sep
Echocardiography	PancreaticCarcinoma	0.349398	0.2	1	0	sep
Echocardiography	PolycysticOvarySyndrome	0.349398	0.366667	1	0	sep
Echocardiography	PrecursorCellLymphoblasticLeukemia_Lymphoma	0.349398	0.307692	1	0	sep
Echocardiography	ProstaticNeoplasms	0.349398	0.295082	1	0	sep
Echocardiography	Proteins	0.349398	0.122449	1	0	sep
Echocardiography	PulmonaryArtery	0.349398	0.25	1	0	sep
Echocardiography	PulmonaryEmphysema	0.349398	0	1	0	sep
Echocardiography	Pulse	0.349398	0.153846	1	0	sep
Echocardiography	ReceptorsTumorNecrosisFactorTypeII	0.349398	0.857143	2	0	sep
Echocardiography	RefractionOcular	0.349398	0.0666667	1	0	sep
Echocardiography	RefractiveErrors	0.349398	0.157895	1	0	sep
Echocardiography	RenalInsufficiencyChronic	0.349398	0.125	1	0	sep
Echocardiography	Risperidone	0.349398	0.0555556	1	0	sep
Echocardiography	Selenium	0.349398	0.25	1	0	sep
Echocardiography	Sleep	0.349398	0.125	1	0	sep
Echocardiography	SulfonylureaCompounds	0.349398	0.2	3	0	sep
Echocardiography	Toluene24_Diisocyanate	0.349398	0.357143	1	0	sep
Echocardiography	UricAcid	0.349398	0.325581	2	0	sep
Echocardiography	Urinalysis	0.349398	0.166667	1	0	sep
Echocardiography	UrinaryBladderNeoplasms	0.349398	0.153846	1	0	sep
Echocardiography	VaccinePotency	0.349398	0.49375	1	0	sep
Echocardiography	VentricularFunctionLeft	0.349398	0	1	0	sep
Echocardiography	WaistCircumference	0.349398	0.571429	1	0	sep
Echocardiography	vonWillebrandFactor	0.349398	0	1	0	sep
Education	Albuminuria	0.317881	0.0666667	1	0	sep
Education	AlcoholDrinking	0.317881	0.189189	1	0	sep
Education	AlkalinePhosphatase	0.317881	0.1875	1	0	sep
Education	Alopecia	0.317881	0.210526	1	0	sep
Education	AmyotrophicLateralSclerosis	0.317881	0.111111	1	0	sep
Education	ApolipoproteinsB	0.317881	0.166667	1	0	sep
Education	ArthritisRheumatoid	0.317881	0.208633	1	0	sep
Education	Asthma	0.317881	0.229885	2	0	sep
Education	AtrialFibrillation	0.317881	0.229167	1	0	sep
Education	AxialLengthEye	0.317881	0	2	0	sep
Education	Biomarkers	0.317881	0.130435	1	0	sep
Education	BloodUreaNitrogen	0.317881	0.111111	1	0	sep
Education	C_ReactiveProtein	0.317881	0.11194	2	0	sep
Education	Carboplatin	0.317881	0	1	0	sep
Education	ChemokineCCL11	0.317881	0	1	0	sep
Education	CircadianRhythm	0.317881	0.0857143	2	0	sep
Education	CognitionDisorders	0.317881	0.230769	1	0	sep
Education	CognitiveDysfunction	0.317881	0.212121	1	0	sep
Education	DermatitisAtopic	0.317881	0.110092	2	0	sep
Education	DiabetesMellitus	0.317881	0.244444	1	0	sep
Education	DiabetesMellitusType2	0.317881	0.149425	1	0	sep
Education	Diagnosis	0.317881	0	1	0	sep
Education	DigestiveSystemDiseases	0.317881	0	1	0	sep
Education	Electrocardiography	0.317881	0.3	4	0	sep
Education	Emotions	0.317881	0.0909091	1	0	sep
Education	EnergyIntake	0.317881	0.2	1	0	sep
Education	Epilepsy	0.317881	0.105263	1	0	sep
Education	EpilepsyGeneralized	0.317881	0	1	0	sep
Education	ErythrocyteCount	0.317881	0.27907	2	0	sep
Education	ErythrocyteIndices	0.317881	0.252427	2	0	sep
Education	EssentialTremor	0.317881	0.3	2	0	sep
Education	ExerciseTest	0.317881	0.153846	4	0	sep
Education	FattyAcidsOmega_6	0.317881	0	1	0	sep
Education	ForcedExpiratoryVolume	0.317881	0.181818	1	0	sep
Education	GastrointestinalMicrobiome	0.317881	0.240506	2	0	sep
Education	GlaucomaOpen_Angle	0.317881	0.181818	1	0	sep
Education	Glucocorticoids	0.317881	1	1	0	sep
Education	Glucose	0.317881	0.244898	1	0	sep
Education	GravesDisease	0.317881	0.133333	1	0	sep
Education	HIV_1	0.317881	0.0512821	1	0	sep
Education	HairColor	0.317881	0.15	1	0	sep
Education	HandStrength	0.317881	0	1	0	sep
Education	HeartDefectsCongenital	0.317881	0	1	0	sep
Education	HeartFailure	0.317881	0.209302	1	0	sep
Education	HeartRate	0.317881	0.272727	2	0	sep
Education	Hemoglobins	0.317881	0.35	1	0	sep
Education	HepatitisBChronic	0.317881	0.151515	1	0	sep
Education	Hippocampus	0.317881	0.0909091	1	0	sep
Education	HirschsprungDisease	0.317881	0.2	1	0	sep
Education	HydroxymethylglutarylCoAReductases	0.317881	0.166667	1	0	sep
Education	Hyperopia	0.317881	0	2	0	sep
Education	Hypersensitivity	0.317881	0.309524	1	0	sep
Education	Hypothyroidism	0.317881	0.192308	1	0	sep
Education	InflammatoryBowelDiseases	0.317881	0.301471	4	0	sep
Education	InfluenzaAVirusH1N1Subtype	0.317881	0.209302	1	0	sep
Education	Insulin_LikeGrowthFactorBindingProtein3	0.317881	0.444444	1	0	sep
Education	Iron	0.317881	0.166667	1	0	sep
Education	LipoproteinsVLDL	0.317881	0.196429	1	0	sep
Education	LiverDiseases	0.317881	0.2	1	0	sep
Education	Longevity	0.317881	0.26087	1	0	sep
Education	LupusErythematosusSystemic	0.317881	0.255605	1	0	sep
Education	LuteinizingHormone	0.317881	0.222222	1	0	sep
Education	LymphomaFollicular	0.317881	0	1	0	sep
Education	MacularDegeneration	0.317881	0.454545	1	0	sep
Education	MaximalMidexpiratoryFlowRate	0.317881	0	2	0	sep
Education	MentalCompetency	0.317881	0.214286	2	0	sep
Education	MentalHealth	0.317881	0.272727	1	0	sep
Education	MentalProcesses	0.317881	0	1	0	sep
Education	Metabolism	0.317881	0.375839	1	0	sep
Education	Microbiota	0.317881	0.333333	1	0	sep
Education	Mortality	0.317881	0.23913	1	0	sep
Education	MultipleSystemAtrophy	0.317881	0	1	0	sep
Education	Myopia	0.317881	0.52381	7	0	sep
Education	NeoplasmMetastasis	0.317881	0	1	0	sep
Education	Neoplasms	0.317881	0.207547	1	0	sep
Education	Obesity	0.317881	0.176471	2	0	sep
Education	OcularPhysiologicalPhenomena	0.317881	0	2	0	sep
Education	OpticDisk	0.317881	0.446809	2	0	sep
Education	OsteitisDeformans	0.317881	0.3	1	0	sep
Education	Osteonecrosis	0.317881	1	1	0	sep
Education	Osteosarcoma	0.317881	0.25	1	0	sep
Education	ParkinsonDisease	0.317881	0.276596	1	0	sep
Education	Periodontitis	0.317881	0.111111	1	0	sep
Education	PeripheralNervousSystemDiseases	0.317881	0.166667	1	0	sep
Education	Phosphorus	0.317881	0.142857	1	0	sep
Education	PlateletAggregation	0.317881	0.5	1	0	sep
Education	PolychlorinatedBiphenyls	0.317881	0.357143	1	0	sep
Education	Prostate_SpecificAntigen	0.317881	0.230769	1	0	sep
Education	PsychoticDisorders	0.317881	0.785714	1	0	sep
Education	PulmonaryDiseaseChronicObstructive	0.317881	0.0909091	2	0	sep
Education	RecombinationGenetic	0.317881	0	2	0	sep
Education	RefractionOcular	0.317881	0.0666667	6	0	sep
Education	ReverseTranscriptaseInhibitors	0.317881	0.103448	1	0	sep
Education	SexHormone_BindingGlobulin	0.317881	0.659091	1	0	sep
Education	Sleep	0.317881	0.125	2	0	sep
Education	SleepApneaObstructive	0.317881	0.1	2	0	sep
Education	SleepInitiationandMaintenanceDisorders	0.317881	0	1	0	sep
Education	Sodium	0.317881	0	1	0	sep
Education	Stroke	0.317881	0.178571	1	0	sep
Education	Substance_RelatedDisorders	0.317881	0.166667	1	0	sep
Education	Survival	0.317881	0.238095	2	0	sep
Education	TesticularNeoplasms	0.317881	0	1	0	sep
Education	Thyrotropin	0.317881	0.125	1	0	sep
Education	Tonsillectomy	0.317881	0.128571	2	0	sep
Education	TumorNecrosisFactor_alpha	0.317881	0	1	0	sep
Education	UricAcid	0.317881	0.325581	1	0	sep
Education	WetMacularDegeneration	0.317881	0.453125	1	0	sep
EicosapentaenoicAcid	AlkalinePhosphatase	0.285714	0.1875	1	0	sep
EicosapentaenoicAcid	ArachidonicAcid	0.285714	0	2	0	sep
EicosapentaenoicAcid	ArthritisRheumatoid	0.285714	0.208633	1	0	sep
EicosapentaenoicAcid	AtrialFibrillation	0.285714	0.229167	1	0	sep
EicosapentaenoicAcid	BloodProteins	0.285714	0.153846	1	0	sep
EicosapentaenoicAcid	C_ReactiveProtein	0.285714	0.11194	2	0	sep
EicosapentaenoicAcid	Cholesterol	0.285714	0.231527	2	0	sep
EicosapentaenoicAcid	DiabetesMellitus	0.285714	0.244444	1	0	sep
EicosapentaenoicAcid	Electrocardiography	0.285714	0.3	2	0	sep
EicosapentaenoicAcid	FattyAcidsOmega_6	0.285714	0	2	0	sep
EicosapentaenoicAcid	Glucose	0.285714	0.244898	1	0	sep
EicosapentaenoicAcid	HeartFailure	0.285714	0.209302	1	0	sep
EicosapentaenoicAcid	Hematocrit	0.285714	0.317073	1	0	sep
EicosapentaenoicAcid	HipFractures	0.285714	0	1	0	sep
EicosapentaenoicAcid	InflammatoryBowelDiseases	0.285714	0.301471	2	0	sep
EicosapentaenoicAcid	InsulinResistance	0.285714	0.135135	2	0	sep
EicosapentaenoicAcid	Insulin_SecretingCells	0.285714	0.125	1	0	sep
EicosapentaenoicAcid	Iron	0.285714	0.166667	1	0	sep
EicosapentaenoicAcid	LinoleicAcid	0.285714	0.852941	3	0	sep
EicosapentaenoicAcid	Linoleoyl_CoADesaturase	0.285714	0	1	0	sep
EicosapentaenoicAcid	Lipids	0.285714	0.303571	1	0	sep
EicosapentaenoicAcid	MetabolicSyndromeX	0.285714	0.342857	1	0	sep
EicosapentaenoicAcid	Mortality	0.285714	0.23913	1	0	sep
EicosapentaenoicAcid	Muscles	0.285714	0	1	0	sep
EicosapentaenoicAcid	NeoplasmMetastasis	0.285714	0	1	0	sep
EicosapentaenoicAcid	Neoplasms	0.285714	0.207547	1	0	sep
EicosapentaenoicAcid	PlateletCount	0.285714	0.150943	1	0	sep
EicosapentaenoicAcid	Sphingolipids	0.285714	0.25	2	0	sep
EicosapentaenoicAcid	Stroke	0.285714	0.178571	1	0	sep
EicosapentaenoicAcid	Survival	0.285714	0.238095	1	0	sep
EicosapentaenoicAcid	TransFattyAcids	0.285714	0	3	0	sep
EicosapentaenoicAcid	Transferrin	0.285714	0.230769	1	0	sep
EicosapentaenoicAcid	Triglycerides	0.285714	0.279279	1	0	sep
EicosapentaenoicAcid	alpha_LinolenicAcid	0.285714	0	4	0	sep
EicosapentaenoicAcid	gamma_LinolenicAcid	0.285714	0	1	0	sep
EicosapentaenoicAcid	hemoglobinA1cproteinhuman	0.285714	0.0526316	1	0	sep
Electrocardiography	3_hydroxy_1_methylpropylmercapturicacid	0.3	0.166667	1	0	sep
Electrocardiography	AIDSDementiaComplex	0.3	0	1	0	sep
Electrocardiography	AdenocarcinomaOfEsophagus	0.3	0.1875	1	0	sep
Electrocardiography	Albumins	0.3	0	1	0	sep
Electrocardiography	Albuminuria	0.3	0.0666667	1	0	sep
Electrocardiography	AlcoholDrinking	0.3	0.189189	1	0	sep
Electrocardiography	Alcoholism	0.3	0.05	1	0	sep
Electrocardiography	AlkalinePhosphatase	0.3	0.1875	1	0	sep
Electrocardiography	Alopecia	0.3	0.210526	1	0	sep
Electrocardiography	Alpha_Globulins	0.3	0	1	0	sep
Electrocardiography	AminoAcids	0.3	0.147059	1	0	sep
Electrocardiography	Amygdala	0.3	0	1	0	sep
Electrocardiography	Amyloidbeta_Peptides	0.3	0.2	1	0	sep
Electrocardiography	Anticonvulsants	0.3	0.0833333	1	0	sep
Electrocardiography	AntidepressiveAgentsTricyclic	0.3	0	3	0	sep
Electrocardiography	AorticAneurysmAbdominal	0.3	0.111111	1	0	sep
Electrocardiography	ApolipoproteinsC	0.3	0	2	0	sep
Electrocardiography	ArachidonicAcid	0.3	0	2	0	sep
Electrocardiography	ArterialPressure	0.3	0.176471	6	0	sep
Electrocardiography	AspartateAminotransferases	0.3	0.142857	1	0	sep
Electrocardiography	Atherosclerosis	0.3	0	1	0	sep
Electrocardiography	AtrialNatriureticFactor	0.3	0	2	0	sep
Electrocardiography	BarrettEsophagus	0.3	0.166667	1	0	sep
Electrocardiography	Basophils	0.3	0	1	0	sep
Electrocardiography	Biomarkers	0.3	0.130435	1	0	sep
Electrocardiography	BloodFlowVelocity	0.3	0.1	1	0	sep
Electrocardiography	BloodProteins	0.3	0.153846	3	0	sep
Electrocardiography	BloodUreaNitrogen	0.3	0.111111	1	0	sep
Electrocardiography	BodyWeightChanges	0.3	0	1	0	sep
Electrocardiography	BoneDensity	0.3	0.231405	5	0	sep
Electrocardiography	Braces	0.3	0	1	0	sep
Electrocardiography	CD40Ligand	0.3	0	1	0	sep
Electrocardiography	C_Peptide	0.3	0	1	0	sep
Electrocardiography	Cadmium	0.3	0	1	0	sep
Electrocardiography	Calcium	0.3	0	1	0	sep
Electrocardiography	ChemicalandDrugInducedLiverInjury	0.3	0.1875	1	0	sep
Electrocardiography	Cryptorchidism	0.3	0	1	0	sep
Electrocardiography	DermatitisAtopic	0.3	0.110092	1	0	sep
Electrocardiography	DrugResistance	0.3	0.111111	2	0	sep
Electrocardiography	ElectromagneticRadiation	0.3	0	1	0	sep
Electrocardiography	Embolism	0.3	0	2	0	sep
Electrocardiography	Emotions	0.3	0.0909091	1	0	sep
Electrocardiography	Endometriosis	0.3	0.333333	1	0	sep
Electrocardiography	EnergyIntake	0.3	0.2	1	0	sep
Electrocardiography	EpilepsiesPartial	0.3	0	1	0	sep
Electrocardiography	Epilepsy	0.3	0.105263	4	0	sep
Electrocardiography	EpilepsyGeneralized	0.3	0	1	0	sep
Electrocardiography	EpilepsyTemporalLobe	0.3	0	1	0	sep
Electrocardiography	ErythrocyteCount	0.3	0.27907	3	0	sep
Electrocardiography	ErythrocyteIndices	0.3	0.252427	1	0	sep
Electrocardiography	Erythrocytes	0.3	0.111111	2	0	sep
Electrocardiography	EssentialTremor	0.3	0.3	1	0	sep
Electrocardiography	Exanthema	0.3	0.181818	1	0	sep
Electrocardiography	ExerciseTest	0.3	0.153846	3	0	sep
Electrocardiography	Eyebrows	0.3	0.171429	2	0	sep
Electrocardiography	FattyAcids	0.3	0.0909091	2	0	sep
Electrocardiography	FattyAcidsOmega_6	0.3	0	2	0	sep
Electrocardiography	Fibrinogen	0.3	0.204819	1	0	sep
Electrocardiography	ForcedExpiratoryVolume	0.3	0.181818	7	0	sep
Electrocardiography	FracturesBone	0.3	0.333333	1	0	sep
Electrocardiography	Gait	0.3	0	1	0	sep
Electrocardiography	Gallstones	0.3	0	1	0	sep
Electrocardiography	Gases	0.3	0	1	0	sep
Electrocardiography	GlaucomaOpen_Angle	0.3	0.181818	1	0	sep
Electrocardiography	GlomerularFiltrationRate	0.3	0.288889	4	0	sep
Electrocardiography	Glycerophospholipids	0.3	0.2	2	0	sep
Electrocardiography	HandStrength	0.3	0	1	0	sep
Electrocardiography	Health	0.3	0.333333	1	0	sep
Electrocardiography	HeartDefectsCongenital	0.3	0	1	0	sep
Electrocardiography	HemoglobinAGlycosylated	0.3	0.285714	1	0	sep
Electrocardiography	HipFractures	0.3	0	1	0	sep
Electrocardiography	HormoneReplacementTherapy	0.3	0	1	0	sep
Electrocardiography	HydroxymethylglutarylCoAReductases	0.3	0.166667	5	0	sep
Electrocardiography	Hypertension	0.3	0.0857143	3	0	sep
Electrocardiography	Hypospadias	0.3	0.125	1	0	sep
Electrocardiography	Immunoglobulins	0.3	0.333333	1	0	sep
Electrocardiography	InflammatoryBowelDiseases	0.3	0.301471	6	0	sep
Electrocardiography	InsulinResistance	0.3	0.135135	4	0	sep
Electrocardiography	Insulin_SecretingCells	0.3	0.125	1	0	sep
Electrocardiography	IntracranialAneurysm	0.3	0.166667	1	0	sep
Electrocardiography	IntraocularPressure	0.3	0.333333	1	0	sep
Electrocardiography	Iron	0.3	0.166667	1	0	sep
Electrocardiography	KidneyDiseases	0.3	0	1	0	sep
Electrocardiography	Lactation	0.3	0	1	0	sep
Electrocardiography	Leptin	0.3	0.142857	2	0	sep
Electrocardiography	Leukopenia	0.3	0	1	0	sep
Electrocardiography	LinoleicAcid	0.3	0.852941	2	0	sep
Electrocardiography	Linoleoyl_CoADesaturase	0.3	0	1	0	sep
Electrocardiography	Lithium	0.3	0.3	1	0	sep
Electrocardiography	LiverCirrhosisAlcoholic	0.3	0	1	0	sep
Electrocardiography	Longevity	0.3	0.26087	2	0	sep
Electrocardiography	LungDiseasesInterstitial	0.3	0.210526	1	0	sep
Electrocardiography	LungNeoplasms	0.3	0.302326	2	0	sep
Electrocardiography	LupusErythematosusSystemic	0.3	0.255605	1	0	sep
Electrocardiography	Magnesium	0.3	0.347826	1	0	sep
Electrocardiography	Mannose	0.3	0	1	0	sep
Electrocardiography	MatrixMetalloproteinases	0.3	0	1	0	sep
Electrocardiography	MaximalMidexpiratoryFlowRate	0.3	0	1	0	sep
Electrocardiography	MedicineKoreanTraditional	0.3	0	1	0	sep
Electrocardiography	Melanoma	0.3	0.285714	1	0	sep
Electrocardiography	Memory	0.3	0	2	0	sep
Electrocardiography	Menarche	0.3	0.189394	2	0	sep
Electrocardiography	MentalCompetency	0.3	0.214286	3	0	sep
Electrocardiography	Microbiota	0.3	0.333333	2	0	sep
Electrocardiography	MigraineDisorders	0.3	0.211538	3	0	sep
Electrocardiography	MoodDisorders	0.3	0.166667	1	0	sep
Electrocardiography	MotionSickness	0.3	0	1	0	sep
Electrocardiography	MultipleSclerosis	0.3	0.114286	1	0	sep
Electrocardiography	Muscles	0.3	0	1	0	sep
Electrocardiography	MyeloproliferativeDisorders	0.3	0.714286	1	0	sep
Electrocardiography	MyocardialInfarction	0.3	0.418182	2	0	sep
Electrocardiography	Narcolepsy	0.3	0.323529	1	0	sep
Electrocardiography	NasopharyngealNeoplasms	0.3	0.038961	2	0	sep
Electrocardiography	Neuroblastoma	0.3	0.0833333	1	0	sep
Electrocardiography	NeuropsychologicalTests	0.3	0	3	0	sep
Electrocardiography	NitricOxide	0.3	0.142857	1	0	sep
Electrocardiography	Obesity	0.3	0.176471	5	0	sep
Electrocardiography	Odontogenesis	0.3	0.166667	2	0	sep
Electrocardiography	Osteoporosis	0.3	0.0666667	2	0	sep
Electrocardiography	OvarianNeoplasms	0.3	0.480769	1	0	sep
Electrocardiography	ParkinsonDisease	0.3	0.276596	1	0	sep
Electrocardiography	PeripheralArterialDisease	0.3	0	1	0	sep
Electrocardiography	Perphenazine	0.3	0	1	0	sep
Electrocardiography	Personality	0.3	0	1	0	sep
Electrocardiography	Phospholipids	0.3	0.047619	4	0	sep
Electrocardiography	PlateletAggregation	0.3	0.5	1	0	sep
Electrocardiography	ProteinC	0.3	0.428571	1	0	sep
Electrocardiography	Proteins	0.3	0.122449	1	0	sep
Electrocardiography	PsychomotorPerformance	0.3	0	1	0	sep
Electrocardiography	PsychotropicDrugs	0.3	0.25	1	0	sep
Electrocardiography	PulmonaryDiseaseChronicObstructive	0.3	0.0909091	2	0	sep
Electrocardiography	Pulse	0.3	0.153846	2	0	sep
Electrocardiography	Purines	0.3	0	1	0	sep
Electrocardiography	RenalInsufficiencyChronic	0.3	0.125	1	0	sep
Electrocardiography	RespiratoryFunctionTests	0.3	0.179487	4	0	sep
Electrocardiography	Rest	0.3	0.2	1	0	sep
Electrocardiography	RestlessLegsSyndrome	0.3	0	2	0	sep
Electrocardiography	Rhabdomyolysis	0.3	0	1	0	sep
Electrocardiography	RhinitisAllergic	0.3	0	1	0	sep
Electrocardiography	SerumAlbumin	0.3	0	1	0	sep
Electrocardiography	SexHormone_BindingGlobulin	0.3	0.659091	1	0	sep
Electrocardiography	Sleep	0.3	0.125	2	0	sep
Electrocardiography	SleepInitiationandMaintenanceDisorders	0.3	0	1	0	sep
Electrocardiography	Sphingolipids	0.3	0.25	1	0	sep
Electrocardiography	SubcutaneousFat	0.3	0	1	0	sep
Electrocardiography	SupranuclearPalsyProgressive	0.3	0	1	0	sep
Electrocardiography	TomographyScannersX_RayComputed	0.3	0	1	0	sep
Electrocardiography	ToothEruption	0.3	0.0769231	2	0	sep
Electrocardiography	TransFattyAcids	0.3	0	2	0	sep
Electrocardiography	Transferrin	0.3	0.230769	1	0	sep
Electrocardiography	Tuberculosis	0.3	0.357143	1	0	sep
Electrocardiography	UricAcid	0.3	0.325581	3	0	sep
Electrocardiography	Urinalysis	0.3	0.166667	1	0	sep
Electrocardiography	UrinaryIncontinence	0.3	0.333333	1	0	sep
Electrocardiography	VenousThromboembolism	0.3	0.125	3	0	sep
Electrocardiography	VentricularFunctionLeft	0.3	0	1	0	sep
Electrocardiography	VirusDiseases	0.3	0	1	0	sep
Electrocardiography	VitaminD	0.3	0.266667	1	0	sep
Electrocardiography	Vitiligo	0.3	0.0862069	1	0	sep
Electrocardiography	WhiteMatter	0.3	0.190476	1	0	sep
Electrocardiography	YangDeficiency	0.3	0	1	0	sep
Electrocardiography	Zinc	0.3	0	1	0	sep
Electrocardiography	abacavir	0.3	0	1	0	sep
Electrocardiography	alpha1_Antitrypsin	0.3	0	1	0	sep
Electrocardiography	alpha_LinolenicAcid	0.3	0	2	0	sep
Electrocardiography	docosapentaenoicacid	0.3	0	3	0	sep
Electrocardiography	fibrinogenDfragment	0.3	0.444444	1	0	sep
Electrocardiography	gamma_Glutamyltransferase	0.3	0.153846	1	0	sep
Electrocardiography	gamma_LinolenicAcid	0.3	0	1	0	sep
Electrocardiography	lamotrigine	0.3	0.181818	1	0	sep
Electrocardiography	samsoeum	0.3	0	1	0	sep
Electrocardiography	tauProteins	0.3	0.642857	1	0	sep
EndometrialNeoplasms	ArterialPressure	0.416667	0.176471	1	0	sep
EndometrialNeoplasms	ArthritisRheumatoid	0.416667	0.208633	1	0	sep
EndometrialNeoplasms	DiabetesMellitusType2	0.416667	0.149425	1	0	sep
EndometrialNeoplasms	Eosinophils	0.416667	0	1	0	sep
EndometrialNeoplasms	Estradiol	0.416667	0.166667	1	0	sep
EndometrialNeoplasms	Fibrinogen	0.416667	0.204819	1	0	sep
EndometrialNeoplasms	FollicleStimulatingHormone	0.416667	0.230769	1	0	sep
EndometrialNeoplasms	Hemoglobins	0.416667	0.35	1	0	sep
EndometrialNeoplasms	HepatitisAutoimmune	0.416667	0	1	0	sep
EndometrialNeoplasms	Hypertension	0.416667	0.0857143	1	0	sep
EndometrialNeoplasms	Hypothyroidism	0.416667	0.192308	1	0	sep
EndometrialNeoplasms	InflammatoryBowelDiseases	0.416667	0.301471	1	0	sep
EndometrialNeoplasms	LungNeoplasms	0.416667	0.302326	1	0	sep
EndometrialNeoplasms	Menarche	0.416667	0.189394	1	0	sep
EndometrialNeoplasms	MentalProcesses	0.416667	0	1	0	sep
EndometrialNeoplasms	Metabolism	0.416667	0.375839	1	0	sep
EndometrialNeoplasms	OvarianNeoplasms	0.416667	0.480769	1	0	sep
EndometrialNeoplasms	PlateletCount	0.416667	0.150943	1	0	sep
EndometrialNeoplasms	PlateletFunctionTests	0.416667	0.321212	1	0	sep
EndometrialNeoplasms	Prostate_SpecificAntigen	0.416667	0.230769	1	0	sep
EndometrialNeoplasms	ProstaticNeoplasms	0.416667	0.295082	1	0	sep
EndometrialNeoplasms	TesticularGermCellTumor	0.416667	0.3	1	0	sep
EndometrialNeoplasms	Tonsillectomy	0.416667	0.128571	1	0	sep
EndometrialNeoplasms	beta2_Microglobulin	0.416667	0.038961	1	0	sep
Endometriosis	AIDSDementiaComplex	0.333333	0	1	0	sep
Endometriosis	Alopecia	0.333333	0.210526	1	0	sep
Endometriosis	AmyotrophicLateralSclerosis	0.333333	0.111111	1	0	sep
Endometriosis	BoneDensity	0.333333	0.231405	1	2	opo
Endometriosis	CataractAge_RelatedNuclear	0.333333	0	1	0	sep
Endometriosis	ChemokineCCL2	0.333333	0.111111	1	0	sep
Endometriosis	CircadianRhythm	0.333333	0.0857143	1	0	sep
Endometriosis	ExerciseTest	0.333333	0.153846	1	2	opo
Endometriosis	HIV_1	0.333333	0.0512821	1	0	sep
Endometriosis	HeartRate	0.333333	0.272727	1	0	sep
Endometriosis	Hip	0.333333	0.439114	1	2	opo
Endometriosis	MyocardialInfarction	0.333333	0.418182	1	0	sep
Endometriosis	OvarianNeoplasms	0.333333	0.480769	1	2	opo
Endometriosis	PancreaticCarcinoma	0.333333	0.2	1	0	sep
Endometriosis	PeripheralNervousSystemDiseases	0.333333	0.166667	1	0	sep
Endometriosis	RestlessLegsSyndrome	0.333333	0	2	0	sep
Endometriosis	ReverseTranscriptaseInhibitors	0.333333	0.103448	1	0	sep
Endometriosis	Sertraline	0.333333	0	1	0	sep
Endometriosis	SleepInitiationandMaintenanceDisorders	0.333333	0	1	0	sep
Endometriosis	VaccinePotency	0.333333	0.49375	1	0	sep
EndothelialGrowthFactors	AntipsychoticAgents	0.333333	0.111111	1	0	sep
EndothelialGrowthFactors	DepressiveDisorder	0.333333	0.152778	1	0	sep
EndothelialGrowthFactors	Gout	0.333333	0.397059	1	0	sep
EndothelialGrowthFactors	NeurodegenerativeDiseases	0.333333	0	1	0	sep
EndothelialGrowthFactors	PsychotropicDrugs	0.333333	0.25	1	0	sep
EosinophilicEsophagitis	AntineoplasticAgents	0.285714	0.105263	1	0	sep
EosinophilicEsophagitis	GastrointestinalMicrobiome	0.285714	0.240506	1	0	sep
EosinophilicEsophagitis	HeartFailure	0.285714	0.209302	1	0	sep
EosinophilicEsophagitis	Mortality	0.285714	0.23913	1	0	sep
EosinophilicEsophagitis	MyocardialInfarction	0.285714	0.418182	1	0	sep
EosinophilicEsophagitis	RhinitisAllergicSeasonal	0.285714	0.285714	2	0	sep
EosinophilicEsophagitis	Stroke	0.285714	0.178571	1	0	sep
ErythrocyteCount	Adiponectin	0.27907	0.111111	1	0	sep
ErythrocyteCount	Age_RelatedHearingImpairment1	0.27907	0.234375	1	0	sep
ErythrocyteCount	AlcoholDrinking	0.27907	0.189189	2	0	sep
ErythrocyteCount	Alcoholism	0.27907	0.05	1	0	sep
ErythrocyteCount	ArterialPressure	0.27907	0.176471	2	0	sep
ErythrocyteCount	ArthritisPsoriatic	0.27907	0.0181818	1	0	sep
ErythrocyteCount	Attention	0.27907	0	1	0	sep
ErythrocyteCount	Biomarkers	0.27907	0.130435	1	0	sep
ErythrocyteCount	Cholesterol	0.27907	0.231527	2	0	sep
ErythrocyteCount	ClinicalLaboratoryTechniques	0.27907	0.2	1	0	sep
ErythrocyteCount	DermatitisAtopic	0.27907	0.110092	2	0	sep
ErythrocyteCount	DrinkingBehavior	0.27907	0	1	0	sep
ErythrocyteCount	Embolism	0.27907	0	1	0	sep
