Pathway StId	Pathway Name	# Entities Found	# Entities Total	Entities Ratio	Entities P-Value	Significant	Entities FDR	# Reactions Found	# Reactions Total	Reactions Ratio	Entities Found	Reactions Found
R-HSA-71336	"Pentose phosphate pathway"	15	15	1.0	0.5344210151151075	No	0.0	20	15	1.3333333333333333	O95336,P11413,P11908,P21108,P29401,P37837,P49247,P52209,P60891,Q2QD12,Q96AT9,Q96G03,Q9H477,Q9UHJ6,Q9Y315	R-HSA-111215,R-HSA-163741,R-HSA-163751,R-HSA-163764,R-HSA-177784,R-HSA-199803,R-HSA-6787321,R-HSA-6787329,R-HSA-70377,R-HSA-71296,R-HSA-71299,R-HSA-71303,R-HSA-71306,R-HSA-71324,R-HSA-71334,R-HSA-71335,R-HSA-73580,R-HSA-8955844,R-HSA-8959719,R-HSA-8982667
R-HSA-156902	"Peptide chain elongation"	90	90	1.0	0.5142029191433087	No	0.0	5	90	0.05555555555555555	P05386,P05387,P05388,P08708,P08865,P13639,P15880,P18077,P18124,P18621,P22090,P23396,P25398,P26373,P27635,P30050,P32969,P35268,P36578,P39019,P39023,P40429,P42677,P42766,P46776,P46777,P46778,P46779,P46781,P46782,P46783,P47914,P49207,P50914,P60866,P61247,P61254,P61313,P61353,P61513,P61927,P62081,P62241,P62244,P62249,P62263,P62266,P62269,P62273,P62277,P62280,P62424,P62701,P62750,P62753,P62829,P62841,P62847,P62851,P62854,P62857,P62861,P62888,P62891,P62899,P62906,P62910,P62913,P62917,P62945,P62979,P62987,P63173,P63220,P68104,P83731,P83881,P84098,Q02543,Q02878,Q07020,Q6P5R6,Q71UM5,Q8TD47,Q92901,Q969Q0,Q96EH5,Q96L21,Q9UNX3,Q9Y3U8	R-HSA-156907,R-HSA-156912,R-HSA-156915,R-HSA-156923,R-HSA-156930
R-HSA-209952	"Peptide hormone biosynthesis"	12	12	1.0	0.5384693980923729	No	0.0	5	12	0.4166666666666667	P01189,P01215,P01222,P01225,P01229,P05111,P08476,P09529,P0DN86,P29120,P55103,P58166	R-HSA-265301,R-HSA-378952,R-HSA-378956,R-HSA-378975,R-HSA-378978
R-HSA-2980736	"Peptide hormone metabolism"	51	51	1.0	0.5187615795019331	No	0.0	45	58	0.7758620689655172	O75787,P00797,P01019,P01189,P01215,P01222,P01225,P01229,P01275,P01308,P05111,P06276,P07339,P08311,P08473,P08476,P09529,P09681,P0DN86,P12821,P15086,P15088,P15144,P16519,P16870,P20718,P22303,P23946,P27487,P29120,P55103,P58166,P61009,P67812,Q07075,Q13093,Q15005,Q6NXT4,Q86YB8,Q8IWU4,Q8N6M6,Q8NEW0,Q8TAD4,Q96HE7,Q96IY4,Q96T53,Q9BY50,Q9BYF1,Q9UBR2,Q9UBU3,Q9Y6A9	R-HSA-2022368,R-HSA-2022378,R-HSA-2022379,R-HSA-2022381,R-HSA-2022383,R-HSA-2022393,R-HSA-2022396,R-HSA-2022398,R-HSA-2022399,R-HSA-2022403,R-HSA-2022405,R-HSA-2022411,R-HSA-2022412,R-HSA-2028294,R-HSA-2065355,R-HSA-2065357,R-HSA-264976,R-HSA-264997,R-HSA-265301,R-HSA-378952,R-HSA-378956,R-HSA-378975,R-HSA-378978,R-HSA-400459,R-HSA-400492,R-HSA-400496,R-HSA-422017,R-HSA-422021,R-HSA-422051,R-HSA-422104,R-HSA-437085,R-HSA-437129,R-HSA-437136,R-HSA-437139,R-HSA-8851929,R-HSA-9023159,R-HSA-9023163,R-HSA-9023178,R-HSA-9023196,R-HSA-9023617,R-HSA-9023619,R-HSA-9023626,R-HSA-9023627,R-HSA-9023632,R-HSA-9023633
R-HSA-375276	"Peptide ligand-binding receptors"	189	189	1.0	0.5099424809688475	No	0.0	74	190	0.3894736842105263	O00230,O00254,O00421,O00574,O00585,O14625,O15130,O15354,O15444,O15467,O43193,O43603,O43612,O43613,O43614,O43927,O60755,O60883,O95399,O95665,P00734,P01019,P01024,P01031,P01042,P01178,P01185,P01189,P01210,P01213,P01298,P01303,P02775,P02776,P02778,P04083,P04090,P05067,P05305,P06307,P07492,P07602,P08949,P09341,P0C0P6,P0DJI8,P0DPD6,P10082,P10145,P12872,P13501,P14138,P19875,P19876,P20366,P20382,P20396,P20800,P21452,P21462,P21730,P22362,P22466,P23276,P24530,P25024,P25025,P25089,P25090,P25101,P25103,P25106,P25116,P25929,P28336,P29371,P30411,P30518,P30550,P30556,P30559,P30872,P30874,P30989,P30990,P31391,P32238,P32239,P32245,P32246,P32247,P32248,P32302,P32745,P33032,P34981,P35346,P35372,P35414,P37288,P41143,P41145,P41146,P41597,P41968,P42830,P42892,P46092,P46094,P46663,P47211,P47901,P47992,P48061,P48145,P48146,P48645,P49146,P49238,P49682,P49683,P50052,P50391,P51460,P51677,P51679,P51681,P51684,P51685,P51686,P51811,P55085,P55773,P58294,P61073,P61278,P78423,P78556,P80162,P81277,P83859,Q01718,Q01726,Q07325,Q13519,Q15726,Q15761,Q16570,Q16581,Q5H8A3,Q6W5P4,Q765I0,Q8IVG9,Q8N729,Q8NFJ6,Q8NG41,Q8TCW9,Q8TDU9,Q8WXD0,Q8WXF3,Q92847,Q969F8,Q969V1,Q96P65,Q96RI0,Q99527,Q99616,Q99705,Q99731,Q9BYT8,Q9GZQ4,Q9GZQ6,Q9H2A7,Q9HB89,Q9HBX9,Q9HC23,Q9NPB9,Q9NRJ3,Q9NRV9,Q9NSD7,Q9P296,Q9UBD3,Q9UBU3,Q9UHF0,Q9UKP6,Q9ULZ1,Q9Y4X3,Q9Y5Q6,Q9Y5X5	R-HSA-3296301,R-HSA-373061,R-HSA-373071,R-HSA-373073,R-HSA-373074,R-HSA-373086,R-HSA-373087,R-HSA-373339,R-HSA-373342,R-HSA-373358,R-HSA-373791,R-HSA-373813,R-HSA-374173,R-HSA-374207,R-HSA-374214,R-HSA-374248,R-HSA-374251,R-HSA-374298,R-HSA-374331,R-HSA-374337,R-HSA-374723,R-HSA-374758,R-HSA-374787,R-HSA-375384,R-HSA-375395,R-HSA-380076,R-HSA-383363,R-HSA-383373,R-HSA-388468,R-HSA-388503,R-HSA-388529,R-HSA-388560,R-HSA-388596,R-HSA-388605,R-HSA-388855,R-HSA-388863,R-HSA-388900,R-HSA-388981,R-HSA-389026,R-HSA-389424,R-HSA-389463,R-HSA-389481,R-HSA-389487,R-HSA-389491,R-HSA-391913,R-HSA-392263,R-HSA-443978,R-HSA-444208,R-HSA-444476,R-HSA-444498,R-HSA-444523,R-HSA-444527,R-HSA-444620,R-HSA-444647,R-HSA-444691,R-HSA-444838,R-HSA-444848,R-HSA-444859,R-HSA-444879,R-HSA-445113,R-HSA-5336182,R-HSA-5336184,R-HSA-5694082,R-HSA-8851352,R-HSA-8862733,R-HSA-8876868,R-HSA-8877620,R-HSA-8940959,R-HSA-947647,R-HSA-947673,R-HSA-9615348,R-HSA-964800,R-HSA-964811,R-HSA-981832
R-HSA-390918	"Peroxisomal lipid metabolism"	29	29	1.0	0.5248025332907276	No	0.0	32	29	1.103448275862069	A8MXV4,O14734,O14832,O14975,O15254,O43808,O75521,O95822,P09110,P0C024,P22307,P33897,P43155,P51648,P51659,Q08426,Q15067,Q3I5F7,Q5T8D3,Q8N9L9,Q8NC06,Q99424,Q9BY49,Q9NUI1,Q9NUZ1,Q9NYQ3,Q9UHK6,Q9UJ83,Q9UKG9	R-HSA-389609,R-HSA-389611,R-HSA-389622,R-HSA-389632,R-HSA-389639,R-HSA-389652,R-HSA-389889,R-HSA-389891,R-HSA-389897,R-HSA-389986,R-HSA-389995,R-HSA-390224,R-HSA-390250,R-HSA-390251,R-HSA-390252,R-HSA-390256,R-HSA-390281,R-HSA-390284,R-HSA-390291,R-HSA-390304,R-HSA-390393,R-HSA-5690042,R-HSA-6786720,R-HSA-6787811,R-HSA-6809263,R-HSA-6809264,R-HSA-6809354,R-HSA-6809808,R-HSA-6809810,R-HSA-6810474,R-HSA-8848247,R-HSA-977317
R-HSA-9033241	"Peroxisomal protein import"	63	63	1.0	0.516909634740611	No	0.0	22	69	0.3188405797101449	A8MXV4,O00116,O00623,O00628,O14734,O14832,O14975,O15228,O15254,O43933,O60683,O75381,O75521,O75874,O95822,P04040,P09110,P0C024,P0CG47,P0CG48,P14735,P14920,P21549,P22307,P28328,P34913,P35228,P35914,P39210,P43155,P49753,P50542,P51659,P51668,P61077,P62837,P62979,P62987,Q08426,Q13011,Q13608,Q14032,Q15067,Q2T9J0,Q6FIF0,Q6QHF9,Q7Z412,Q86WA8,Q8N9L9,Q92968,Q93008,Q99424,Q99489,Q9BTZ2,Q9BY49,Q9NUI1,Q9NYQ3,Q9P0Z9,Q9UHK6,Q9UJ83,Q9UJM8,Q9UKG9,Q9Y2Q3	R-HSA-8953917,R-HSA-8953946,R-HSA-9033232,R-HSA-9033233,R-HSA-9033236,R-HSA-9033238,R-HSA-9033240,R-HSA-9033478,R-HSA-9033485,R-HSA-9033490,R-HSA-9033491,R-HSA-9033506,R-HSA-9033509,R-HSA-9033515,R-HSA-9033516,R-HSA-9033520,R-HSA-9033524,R-HSA-9033526,R-HSA-9033527,R-HSA-9033529,R-HSA-9033530,R-HSA-9033533
R-HSA-5576892	"Phase 0 - rapid depolarisation"	45	45	1.0	0.5199560545991548	No	0.0	2	45	0.044444444444444446	O00305,O60359,O60840,O60939,P0DP23,P35498,P35499,P54284,P54289,P61328,P62955,Q01118,Q01668,Q02641,Q06432,Q07699,Q08289,Q13554,Q13555,Q13557,Q13698,Q13936,Q14524,Q15858,Q7Z3S7,Q8IWT1,Q8IZS8,Q8WXS5,Q92913,Q92914,Q92915,Q99250,Q9BXT2,Q9HD47,Q9NY46,Q9NY47,Q9NY72,Q9UBN1,Q9UF02,Q9UI33,Q9UIU0,Q9UQD0,Q9UQM7,Q9Y5Y9,Q9Y698	R-HSA-5576895,R-HSA-5577213
R-HSA-5576894	"Phase 1 - inactivation of fast Na+ channels"	7	7	1.0	0.5503396446695104	No	0.0	1	7	0.14285714285714285	Q6PIL6,Q9NS61,Q9NSA2,Q9NZI2,Q9NZV8,Q9UK17,Q9Y2W7	R-HSA-5577234
R-HSA-5576893	"Phase 2 - plateau phase"	28	28	1.0	0.5252380198608202	No	0.0	2	28	0.07142857142857142	O00305,O60359,O60840,P15382,P51787,P54284,P54289,P62955,Q01668,Q02641,Q06432,Q08289,Q13698,Q13936,Q7Z3S7,Q8IZS8,Q8WWG9,Q8WXS5,Q99996,Q9BXT2,Q9NY47,Q9UBN1,Q9UF02,Q9UIU0,Q9UJ90,Q9Y698,Q9Y6H6,Q9Y6J6	R-HSA-5577050,R-HSA-5577213
R-HSA-5576890	"Phase 3 - rapid repolarisation"	8	8	1.0	0.547093475298884	No	0.0	2	8	0.25	P15382,P51787,Q12809,Q8WWG9,Q99996,Q9UJ90,Q9Y6H6,Q9Y6J6	R-HSA-5577050,R-HSA-5577237
R-HSA-5576886	"Phase 4 - resting membrane potential"	19	19	1.0	0.5305999597400503	No	0.0	2	19	0.10526315789473684	O00180,O14649,O95069,O95279,P48050,P57789,P63252,Q14500,Q7Z418,Q96T54,Q96T55,Q9H427,Q9HB14,Q9HB15,Q9NPC2,Q9NYG8,Q9UNX9,Q9Y257,Q9Y2U2	R-HSA-1296046,R-HSA-5578910
R-HSA-211945	"Phase I - Functionalization of compounds"	106	106	1.0	0.5131175241973263	No	0.0	97	106	0.9150943396226415	A9YTQ3,O00170,O00748,O15528,O43169,O43174,O75106,O75828,O75881,P00325,P00326,P00352,P00387,P01189,P04798,P05091,P05093,P05108,P05177,P05181,P07099,P07327,P08238,P08319,P08684,P08686,P10109,P10632,P10635,P11509,P11511,P11712,P11766,P13584,P15538,P16083,P16435,P19099,P19793,P19801,P20813,P20815,P20853,P21397,P22570,P22680,P22760,P23141,P23219,P24462,P24557,P24903,P27338,P27540,P28332,P30837,P30838,P31513,P33260,P33261,P35869,P40394,P51589,P78329,P98187,Q01740,Q02318,Q02928,Q07973,Q08477,Q15185,Q15596,Q15788,Q16647,Q16678,Q16696,Q16850,Q16853,Q5TCH4,Q5VT66,Q6NT55,Q6P4F2,Q6QHF9,Q6UWW8,Q6V0L0,Q6VVX0,Q6ZWL3,Q7Z449,Q86WA6,Q8TAV3,Q969Z3,Q96DG6,Q96RI1,Q96SQ9,Q99518,Q9HB55,Q9HBI6,Q9HBZ2,Q9HCS2,Q9NR19,Q9NR63,Q9NUB1,Q9NWM0,Q9NYL5,Q9UNU6,Q9Y6A2	R-HSA-139970,R-HSA-140355,R-HSA-140359,R-HSA-141186,R-HSA-141200,R-HSA-141202,R-HSA-141341,R-HSA-141348,R-HSA-141351,R-HSA-143468,R-HSA-192051,R-HSA-192061,R-HSA-192065,R-HSA-192123,R-HSA-192157,R-HSA-192178,R-HSA-193060,R-HSA-193068,R-HSA-193101,R-HSA-193709,R-HSA-193845,R-HSA-193964,R-HSA-193965,R-HSA-193995,R-HSA-193997,R-HSA-194017,R-HSA-194678,R-HSA-209845,R-HSA-209868,R-HSA-211873,R-HSA-211874,R-HSA-211881,R-HSA-211882,R-HSA-211904,R-HSA-211910,R-HSA-211919,R-HSA-211923,R-HSA-211924,R-HSA-211929,R-HSA-211948,R-HSA-211950,R-HSA-211951,R-HSA-211959,R-HSA-211960,R-HSA-211962,R-HSA-211966,R-HSA-211968,R-HSA-211983,R-HSA-211988,R-HSA-211991,R-HSA-212004,R-HSA-212005,R-HSA-212007,R-HSA-213175,R-HSA-215526,R-HSA-217255,R-HSA-217258,R-HSA-449911,R-HSA-5602295,R-HSA-5689000,R-HSA-5692237,R-HSA-5692283,R-HSA-5693691,R-HSA-5694077,R-HSA-5696091,R-HSA-5696131,R-HSA-5696146,R-HSA-5696183,R-HSA-6784959,R-HSA-6786190,R-HSA-6786239,R-HSA-71691,R-HSA-71707,R-HSA-71723,R-HSA-71735,R-HSA-76354,R-HSA-76373,R-HSA-76397,R-HSA-76416,R-HSA-76426,R-HSA-76434,R-HSA-76453,R-HSA-76456,R-HSA-76466,R-HSA-76472,R-HSA-76475,R-HSA-76494,R-HSA-76496,R-HSA-76500,R-HSA-8936442,R-HSA-8936519,R-HSA-8936849,R-HSA-8936851,R-HSA-8937177,R-HSA-8937191,R-HSA-8937419,R-HSA-8937442
R-HSA-156580	"Phase II - Conjugation of compounds"	109	109	1.0	0.5129413695626779	No	0.0	66	113	0.584070796460177	A6NGU5,O00204,O00338,O14841,O14880,O15217,O43252,O43704,O43708,O60507,O60656,O60701,O60704,O60760,O75223,O75310,O75795,O75897,O95340,O95861,P05177,P06133,P08263,P09210,P09211,P09488,P0C7M7,P0CG29,P0CG30,P0DMM9,P0DMN0,P10620,P10768,P11245,P14550,P16662,P18440,P19224,P19440,P21266,P21964,P22309,P22310,P23526,P28161,P30711,P31153,P35503,P35504,P36269,P36537,P40261,P46439,P48506,P48507,P48637,P49888,P50225,P50226,P50443,P51580,P54855,P78417,Q00266,Q03013,Q06520,Q08AH1,Q08AH3,Q16772,Q16851,Q3SY77,Q5SZD4,Q68CK6,Q6IB77,Q6IMI4,Q6NUN0,Q6NUS8,Q6P531,Q6UWM9,Q7RTV2,Q8TB61,Q8WU03,Q8WUX2,Q969I3,Q96IU4,Q96KP4,Q99707,Q99735,Q9BR01,Q9BUX1,Q9BY64,Q9H1N7,Q9H2B4,Q9H4Y5,Q9HAW7,Q9HAW8,Q9HAW9,Q9HBK9,Q9NTN3,Q9NUJ1,Q9NX62,Q9NZ53,Q9NZL9,Q9UBK8,Q9UI30,Q9UJ14,Q9Y2Q3,Q9Y4X1,Q9Y5N5	R-HSA-1247910,R-HSA-1247922,R-HSA-1247935,R-HSA-158468,R-HSA-158609,R-HSA-158832,R-HSA-158849,R-HSA-158860,R-HSA-159179,R-HSA-159194,R-HSA-159358,R-HSA-159443,R-HSA-159566,R-HSA-159567,R-HSA-159574,R-HSA-173597,R-HSA-174367,R-HSA-174368,R-HSA-174374,R-HSA-174389,R-HSA-174391,R-HSA-174392,R-HSA-174394,R-HSA-174401,R-HSA-174916,R-HSA-174931,R-HSA-174959,R-HSA-174963,R-HSA-174967,R-HSA-175983,R-HSA-175987,R-HSA-176054,R-HSA-176059,R-HSA-176474,R-HSA-176494,R-HSA-176517,R-HSA-176521,R-HSA-176585,R-HSA-176588,R-HSA-176604,R-HSA-176606,R-HSA-176609,R-HSA-176631,R-HSA-176646,R-HSA-176664,R-HSA-176669,R-HSA-177157,R-HSA-3301943,R-HSA-427555,R-HSA-5603114,R-HSA-5692232,R-HSA-5693724,R-HSA-5694563,R-HSA-5695964,R-HSA-5696213,R-HSA-5696220,R-HSA-5696230,R-HSA-6785928,R-HSA-6800149,R-HSA-70286,R-HSA-741449,R-HSA-76386,R-HSA-8941701,R-HSA-8943279,R-HSA-8953499,R-HSA-8954262
R-HSA-71182	"Phenylalanine and tyrosine catabolism"	11	11	1.0	0.5401751436090697	No	0.0	12	11	1.0909090909090908	O43708,P00439,P09417,P16930,P17735,P32754,P61457,Q16773,Q7L266,Q93099,Q96RQ9	R-HSA-2160492,R-HSA-517444,R-HSA-5696365,R-HSA-71118,R-HSA-71130,R-HSA-71146,R-HSA-71155,R-HSA-71163,R-HSA-71164,R-HSA-71173,R-HSA-71181,R-HSA-893593
R-HSA-8850843	"Phosphate bond hydrolysis by NTPDase proteins"	8	8	1.0	0.547093475298884	No	0.0	12	8	1.5	O75354,O75355,O75356,P49961,Q5MY95,Q9NQZ7,Q9Y227,Q9Y5L3	R-HSA-8850846,R-HSA-8850854,R-HSA-8851089,R-HSA-8851110,R-HSA-8851129,R-HSA-8851225,R-HSA-8851234,R-HSA-8851356,R-HSA-8851396,R-HSA-8851494,R-HSA-8851538,R-HSA-8851550
R-HSA-2393930	"Phosphate bond hydrolysis by NUDT proteins"	7	7	1.0	0.5503396446695104	No	0.0	13	10	1.3	P36639,Q3LIE5,Q6ZVK8,Q96DE0,Q9BW91,Q9NV35,Q9UKK9	R-HSA-2393939,R-HSA-2393954,R-HSA-2395818,R-HSA-2395849,R-HSA-2395869,R-HSA-2395872,R-HSA-2395873,R-HSA-2395876,R-HSA-2395879,R-HSA-2395965,R-HSA-2509793,R-HSA-2509816,R-HSA-5696049
R-HSA-5654219	"Phospholipase C-mediated cascade: FGFR1"	16	16	1.0	0.5333323144619757	No	0.0	3	20	0.15	O15520,O60258,P05230,P08620,P09038,P10767,P11362,P11487,P12034,P19174,P31371,P55075,Q9GZV9,Q9HCT0,Q9NP95,Q9UEF7	R-HSA-5654149,R-HSA-5654165,R-HSA-5654167
R-HSA-5654221	"Phospholipase C-mediated cascade; FGFR2"	18	18	1.0	0.5314342763065681	No	0.0	3	22	0.13636363636363635	O15520,O43320,O60258,O76093,P05230,P08620,P09038,P10767,P11487,P12034,P19174,P21781,P21802,P31371,P55075,Q9GZV9,Q9HCT0,Q9NP95	R-HSA-5654147,R-HSA-5654157,R-HSA-5654159
R-HSA-5654227	"Phospholipase C-mediated cascade; FGFR3"	13	13	1.0	0.5369647499225385	No	0.0	3	15	0.2	O43320,O60258,O76093,P05230,P08620,P09038,P12034,P19174,P22607,P31371,P55075,Q9GZV9,Q9NP95	R-HSA-5654148,R-HSA-5654222,R-HSA-5654224
R-HSA-5654228	"Phospholipase C-mediated cascade; FGFR4"	15	15	1.0	0.5344210151151075	No	0.0	3	16	0.1875	O43320,O60258,O76093,O95750,P05230,P08620,P09038,P10767,P19174,P22455,P31371,P55075,Q86Z14,Q9GZV9,Q9NP95	R-HSA-5654151,R-HSA-5654163,R-HSA-5654169
R-HSA-1483257	"Phospholipid metabolism"	211	211	1.0	0.5094399003574857	No	0.0	200	213	0.9389671361502347	O00329,O00443,O00459,O00562,O00750,O14735,O14939,O14986,O15056,O15120,O15228,O15327,O15357,O15496,O43426,O60331,O60733,O75131,O75747,O75907,O94830,O95248,O95379,O95674,O95741,P04054,P06276,P09923,P0C869,P14555,P19784,P20338,P20339,P21695,P22303,P27986,P28329,P35790,P39877,P40939,P42336,P42338,P42356,P43304,P47712,P48426,P48651,P48736,P48739,P49585,P51813,P53816,P55084,P56180,P60484,P61106,P61204,P67870,P68400,P78356,P84077,Q01968,Q08AM6,Q12923,Q13018,Q13393,Q13496,Q13613,Q13614,Q13615,Q14693,Q15735,Q16635,Q32NB8,Q3MJ16,Q53EU6,Q53GD3,Q53H12,Q53H76,Q5GJ75,Q5UE93,Q643R3,Q68DD2,Q6E213,Q6IED9,Q6NUI2,Q6P1A2,Q6P1J6,Q6P4A8,Q6P589,Q6UWP7,Q6UWR7,Q6XPS3,Q6XZB0,Q6ZNC8,Q6ZPD8,Q6ZV29,Q6ZWT7,Q7L4E1,Q7L5L3,Q7L5N7,Q86T03,Q86UL3,Q86WG5,Q86XP0,Q8IV08,Q8IWA5,Q8IY17,Q8N2A8,Q8N335,Q8N4M1,Q8N661,Q8N9F7,Q8NA29,Q8NAN2,Q8NCC3,Q8NCE2,Q8NCS7,Q8NEB9,Q8NEL9,Q8NF37,Q8TB40,Q8TBG4,Q8TBX8,Q8TCG2,Q8TCT1,Q8WTR4,Q8WU67,Q8WUD6,Q8WUK0,Q8WVP5,Q8WWI5,Q8WWY8,Q8WYR1,Q92539,Q92562,Q92569,Q92604,Q92835,Q92903,Q96AD5,Q96BZ4,Q96EF0,Q96JA3,Q96KN8,Q96N66,Q96PD7,Q96PE3,Q96QG7,Q96T51,Q99447,Q99570,Q99685,Q99755,Q99829,Q99943,Q9BQK8,Q9BT40,Q9BTU6,Q9BVG9,Q9BXB5,Q9BZ71,Q9BZ72,Q9BZF1,Q9BZM1,Q9BZM2,Q9C0D9,Q9C0I1,Q9H0X9,Q9H4M7,Q9HAU0,Q9HB19,Q9HB20,Q9HB21,Q9HBU6,Q9HCL2,Q9HDD0,Q9NP80,Q9NPB8,Q9NPH0,Q9NQZ5,Q9NRR6,Q9NRZ5,Q9NRZ7,Q9NST1,Q9NTJ5,Q9NUQ2,Q9NVF9,Q9NWW9,Q9NXD2,Q9NYA4,Q9NZ20,Q9NZC3,Q9NZK7,Q9UBF8,Q9UBL6,Q9UBM1,Q9UG56,Q9UJA2,Q9UL19,Q9UNK4,Q9UP65,Q9Y216,Q9Y217,Q9Y259,Q9Y2H2,Q9Y2H5,Q9Y2I7,Q9Y365,Q9Y5K3,Q9Y6K0	R-HSA-1482533,R-HSA-1482539,R-HSA-1482543,R-HSA-1482545,R-HSA-1482546,R-HSA-1482547,R-HSA-1482548,R-HSA-1482571,R-HSA-1482598,R-HSA-1482604,R-HSA-1482612,R-HSA-1482626,R-HSA-1482629,R-HSA-1482635,R-HSA-1482636,R-HSA-1482646,R-HSA-1482647,R-HSA-1482654,R-HSA-1482656,R-HSA-1482667,R-HSA-1482679,R-HSA-1482685,R-HSA-1482689,R-HSA-1482691,R-HSA-1482695,R-HSA-1482696,R-HSA-1482745,R-HSA-1482759,R-HSA-1482771,R-HSA-1482775,R-HSA-1482776,R-HSA-1482777,R-HSA-1482778,R-HSA-1482781,R-HSA-1482794,R-HSA-1482811,R-HSA-1482816,R-HSA-1482825,R-HSA-1482827,R-HSA-1482828,R-HSA-1482847,R-HSA-1482850,R-HSA-1482856,R-HSA-1482861,R-HSA-1482862,R-HSA-1482867,R-HSA-1482868,R-HSA-1482884,R-HSA-1482887,R-HSA-1482889,R-HSA-1482892,R-HSA-1482894,R-HSA-1482897,R-HSA-1482900,R-HSA-1482907,R-HSA-1482920,R-HSA-1482932,R-HSA-1482939,R-HSA-1482961,R-HSA-1482962,R-HSA-1482973,R-HSA-1482976,R-HSA-1483002,R-HSA-1483004,R-HSA-1483063,R-HSA-1483081,R-HSA-1483087,R-HSA-1483089,R-HSA-1483096,R-HSA-1483107,R-HSA-1483116,R-HSA-1483121,R-HSA-1483142,R-HSA-1483159,R-HSA-1483165,R-HSA-1483174,R-HSA-1483182,R-HSA-1483186,R-HSA-1483190,R-HSA-1483197,R-HSA-1483203,R-HSA-1483211,R-HSA-1483212,R-HSA-1483219,R-HSA-1483222,R-HSA-1483229,R-HSA-1602368,R-HSA-1602374,R-HSA-1602377,R-HSA-1602398,R-HSA-1602399,R-HSA-1602417,R-HSA-1602446,R-HSA-1675773,R-HSA-1675776,R-HSA-1675780,R-HSA-1675795,R-HSA-1675810,R-HSA-1675813,R-HSA-1675824,R-HSA-1675836,R-HSA-1675866,R-HSA-1675883,R-HSA-1675910,R-HSA-1675921,R-HSA-1675928,R-HSA-1675939,R-HSA-1675949,R-HSA-1675961,R-HSA-1675974,R-HSA-1675988,R-HSA-1675994,R-HSA-1676005,R-HSA-1676020,R-HSA-1676024,R-HSA-1676048,R-HSA-1676065,R-HSA-1676082,R-HSA-1676105,R-HSA-1676109,R-HSA-1676114,R-HSA-1676124,R-HSA-1676133,R-HSA-1676134,R-HSA-1676141,R-HSA-1676145,R-HSA-1676149,R-HSA-1676152,R-HSA-1676162,R-HSA-1676164,R-HSA-1676168,R-HSA-1676174,R-HSA-1676177,R-HSA-1676185,R-HSA-1676203,R-HSA-1676204,R-HSA-1676206,R-HSA-188467,R-HSA-199456,R-HSA-264622,R-HSA-372519,R-HSA-444433,R-HSA-5333678,R-HSA-549112,R-HSA-5694485,R-HSA-5694583,R-HSA-5696074,R-HSA-5696415,R-HSA-5696448,R-HSA-6786650,R-HSA-6792445,R-HSA-6809238,R-HSA-6809254,R-HSA-6809309,R-HSA-6809320,R-HSA-6809325,R-HSA-6809680,R-HSA-6809707,R-HSA-6809720,R-HSA-6809764,R-HSA-6809777,R-HSA-6809778,R-HSA-6809785,R-HSA-6809793,R-HSA-6809944,R-HSA-6809975,R-HSA-6810030,R-HSA-6810410,R-HSA-6811522,R-HSA-6813740,R-HSA-6814132,R-HSA-6814254,R-HSA-6814766,R-HSA-6814778,R-HSA-6814797,R-HSA-75885,R-HSA-75889,R-HSA-8847912,R-HSA-8848580,R-HSA-8849969,R-HSA-8858298,R-HSA-8865637,R-HSA-8867876,R-HSA-8869241,R-HSA-8869425,R-HSA-8870332,R-HSA-8870489,R-HSA-8870499,R-HSA-8871366,R-HSA-8871373,R-HSA-8871376,R-HSA-8873923,R-HSA-8873929,R-HSA-8874435,R-HSA-8874470,R-HSA-8877153,R-HSA-8878654,R-HSA-8878787,R-HSA-8952251,R-HSA-8954398
R-HSA-202427	"Phosphorylation of CD3 and TCR zeta chains"	41	41	1.0	0.5208949249203311	No	0.0	7	47	0.14893617021276595	A0A0A6YYK7,P01730,P01733,P01737,P01848,P01850,P01903,P01906,P01909,P01911,P01912,P01920,P04229,P04234,P04435,P04437,P04440,P05538,P06239,P07766,P08575,P09693,P13760,P13761,P13762,P20036,P20039,P20963,P41240,P79483,Q12913,Q29974,Q30134,Q30154,Q30167,Q5Y7A7,Q95IE3,Q9GIY3,Q9NWQ8,Q9TQE0,Q9Y2R2	R-HSA-202165,R-HSA-202214,R-HSA-202233,R-HSA-202291,R-HSA-203774,R-HSA-8852200,R-HSA-8855375
R-HSA-176417	"Phosphorylation of Emi1"	6	6	1.0	0.55436720271584	No	0.0	2	9	0.2222222222222222	P06493,P14635,P53350,Q12834,Q9UKT4,Q9UM11	R-HSA-174122,R-HSA-174174
R-HSA-69200	"Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes"	4	4	1.0	0.5665678598010263	No	0.0	1	5	0.2	O96020,P06400,P24864,P24941	R-HSA-188390
R-HSA-170145	"Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes"	3	3	1.0	0.5768425830551305	No	0.0	2	3	0.6666666666666666	P06493,P20248,P78396	R-HSA-69754,R-HSA-69756
